Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
76484,0.94521265,-0.576429708,0.963791774,0.482292435,-0.207276852,2.209754171,-1.145352057,0.914852119,0.886416838,-0.227724164,1.393645777,0.651908765,-1.45609255,0.172702,0.767481202,-0.744251666,0.740775581,-1.403681418,-1.174005935,-0.275805996,0.050966314,0.35635651,0.109393919,-1.346406703,-0.099835665,0.451575472,0.072208953,-0.001487815,23.67,0
8451,0.31459659,2.660670277,-5.92003738,4.522499605,-2.315027286,-2.278351654,-4.684053936,1.202270265,-0.694695511,-5.52627806,6.662436831,-8.525464925,0.742745447,-7.67866801,0.593070459,-4.478136595,-5.844266479,-1.102730795,2.177385687,0.562705643,0.743314023,0.064038356,0.677841675,0.083007823,-1.911034464,0.322188398,0.620866539,0.185030355,1,1
54846,-2.986465508,-0.000891229,0.60588683,0.338337781,0.685448451,-1.581954437,0.504206377,-0.233402618,0.636767743,1.010291022,0.004517968,0.044396639,0.420853062,-0.931614225,1.147973683,0.483063094,-0.15247083,-0.285666259,0.072549849,-0.764274258,-0.875146364,-0.509848661,1.313917904,0.355064731,0.448551563,0.19348978,1.214587687,-0.013922897,1.79,1
8415,-0.25147096,4.313523326,-6.891437717,6.796796681,0.616296505,-2.966326542,-2.436652527,0.489327899,-3.371638572,-6.810813099,7.620089058,-10.28528252,-0.342444334,-11.54349792,-1.334987903,-2.689284204,-3.204383403,0.086521896,-1.314495097,0.632709964,0.536892074,-0.546126024,-0.605239548,-0.26374346,1.539915831,0.523573697,0.891024688,0.572740667,1,1
42474,-3.843009034,3.375110204,-5.492893197,6.136377643,2.797195461,-2.646162265,-1.668931064,-2.617552052,-3.945842603,-4.565252094,4.097216074,-5.450916439,-0.965692752,-10.90445887,0.526947764,-1.13975413,0.835639563,0.389774231,-1.439607976,0.054795567,-1.277811583,0.719652001,0.451125175,-0.258093651,0.656129467,0.556676326,0.739383213,-0.203049674,1,1
35926,-3.896582592,4.518354703,-4.45402724,5.547453347,-4.121458573,-1.163406658,-6.805053053,2.928356254,-4.917129599,-6.600460622,3.367845608,-7.88897752,1.682603467,-7.628651916,0.779245996,-7.533404329,-14.06462394,-4.960108633,2.525784924,0.757286727,1.69104203,0.920020577,-0.151103893,0.011006878,0.080303267,0.412191351,0.635788871,0.50104955,4.56,1
70270,-1.512515758,1.133138588,-1.60105248,2.813400968,-2.664503406,-0.310371094,-1.520895164,0.852995775,-1.496494506,-4.056292616,1.553755868,-2.743551359,1.504540671,-5.428788499,-0.016017123,-3.727187613,-3.946299589,-1.680286443,2.30361261,1.249585563,0.729827756,0.485285915,0.567005413,0.323585692,0.040870854,0.825813553,0.414482272,0.267265082,318.11,1
55614,-7.347954947,2.397041348,-7.572355818,5.177819255,-2.854838283,-1.795238774,-8.783234735,0.437156561,-3.74059751,-8.332863063,5.763189409,-8.707879292,-1.716949488,-9.577194393,0.146369003,-7.586490786,-12.50393097,-4.375631012,2.46519487,0.073163791,-0.17527337,0.543325052,-0.547955067,-0.50372169,-0.310932776,-0.163986018,1.197895047,0.378186688,0.83,1
65936,-3.593476003,0.781442263,-1.822447514,0.605760683,-1.194655867,-0.517194857,-1.722523123,0.128889524,0.014963308,-2.85611683,1.61826162,-3.581374501,0.62370692,-6.16045662,0.494733399,-2.54310504,-5.301273391,-2.192712706,-0.094723793,-0.478219313,0.351792126,0.39124895,-0.252874891,-0.49804248,0.010172193,0.909928722,-1.478767246,0.722673039,101.5,1
75033,-0.430330206,0.985632694,0.645789437,0.317131047,0.616332206,-1.347462457,1.078233569,-0.161518268,-0.492855875,-1.039637697,-0.395607723,-0.66468393,-0.985700497,-0.660967627,0.344105203,0.530852434,0.278141865,0.355529917,-1.081223261,-0.115281935,-0.016378018,-0.207609058,-0.164119226,0.255280162,0.454797818,-0.505032216,-0.039455969,-0.006357582,30.14,1
6986,-4.397974442,1.358367028,-2.592844218,2.679786967,-1.128130942,-1.706536388,-3.496197293,-0.248777743,-0.247767899,-4.801637406,4.895844223,-10.91281932,0.184371686,-6.771096725,-0.007326183,-7.358083221,-12.59841854,-5.131548628,0.308333946,-0.171607879,0.573574068,0.176967718,-0.436206884,-0.053501865,0.252405262,-0.657487755,-0.827135715,0.84957338,59,1
41285,-12.83575958,6.574615429,-12.78846248,8.786256839,-10.72312092,-2.813535856,-14.24884653,7.960520822,-7.718750649,-13.07406817,5.975130667,-12.37537465,1.472205119,-11.47069251,0.993143254,-10.97380462,-21.0476299,-7.990783284,3.331039029,-0.61729615,2.67949007,-0.047335106,-0.836982346,0.625349328,0.125864938,0.177623612,-0.817680256,-0.521029796,37.32,1
45102,-0.940683852,0.903702913,0.978734163,-0.437717865,0.876942605,1.047218685,0.859710854,-0.24088637,0.607974981,0.867774399,0.181979056,0.376540212,0.071095563,-0.732028444,-0.65732099,-0.310168624,-0.671275112,-0.190927538,0.759181716,0.241595589,-0.307422867,-0.31446874,-0.266981555,-1.283901574,0.129587816,0.241266645,-0.495507086,-0.304586238,26.88,0
79136,0.964080271,0.179833343,1.01887453,2.755663206,-0.471253973,-0.065510824,0.040944353,-0.031590673,-0.347472,0.438150435,-0.727799123,0.654790893,0.780338775,-0.307723811,-0.636627145,0.354000636,-0.324122573,-0.775341938,-0.613403966,0.075915463,-0.295598189,-0.92955496,0.06193667,0.372448081,0.245170622,-0.287677805,0.004403373,0.04926547,98.12,0
41646,-3.240186587,2.97812179,-4.162313937,3.869124379,-3.645256455,-0.126270561,-4.744729737,-0.065331044,-2.168366095,-4.758304075,3.471097846,-6.533106769,-0.98346867,-6.073989003,1.125406709,-7.718042405,-9.855927437,-5.193907893,2.042697688,-0.224043463,2.601441029,0.231910116,-0.036489849,0.042639645,-0.438330346,-0.12582108,0.421299802,0.003145876,172.32,1
43494,-1.278137735,0.71624158,-1.143279229,0.217804801,-1.29389047,-1.168951525,-2.564181983,0.204532468,-1.611154623,-1.250285537,3.367361023,-4.583095845,-0.806939684,-5.208305222,0.525823682,-1.815914313,-5.249111468,-2.196691207,2.109052645,0.817203155,0.490182668,0.470427403,-0.126261344,-0.126644459,-0.661907559,-0.349792997,0.454851068,0.137843477,24.9,1
32686,0.287952772,1.728734645,-1.652173046,3.813544188,-1.090927154,-0.984744666,-2.202317927,0.555087932,-2.033892048,-2.734155555,2.368433673,-3.656802651,-0.169534683,-4.74441333,0.765192829,-2.479513556,-4.931111968,-2.547402527,-0.902689803,0.26525021,0.26220151,-0.633527564,0.09289101,0.187612656,0.368708354,-0.132474029,0.576560757,0.309842705,0,1
41237,-10.28178404,6.302384784,-13.27171803,8.925115476,-9.975578311,-2.832513464,-12.70325266,6.706845839,-7.078423958,-12.80568319,6.786058302,-13.06423989,1.179524511,-13.69487304,0.951479176,-10.95428573,-20.58359279,-7.517262132,2.872353636,-0.247647528,2.479413508,0.366932842,0.042804648,0.478278892,0.157770818,0.329900959,0.163504341,-0.485552213,118.3,1
44728,1.094662753,0.156161802,0.260002163,1.044769267,-0.243807391,-0.615643533,0.206064408,-0.114774699,-0.321557231,0.150657554,1.347189675,1.012536922,0.17484142,0.548103814,0.198637089,0.241378154,-0.690287996,0.324704789,-0.09979768,-0.003793203,0.115531894,0.230127667,-0.163565703,0.3515206,0.645975106,-0.352479783,0.00109101,0.020357199,59.8,0
132796,-1.645270688,1.626501858,1.20792539,2.873894612,-0.330076833,0.328808995,-0.36818163,0.9902432,-1.170417098,0.444323141,-1.973362405,-0.602222718,-0.540010253,0.299740582,-0.963833155,1.353548625,-0.605641094,0.296739043,-1.977941008,-0.511215533,0.450746237,0.886485818,-0.137708483,-0.04072654,-0.38348576,0.0003537,-0.503883931,0.076192625,11.83,0
117627,1.855636661,-0.372664531,-1.886985058,0.345036585,0.387492406,-0.590004288,0.455332455,-0.18061897,0.423685741,0.070847846,0.722513588,0.709522316,-1.040751265,0.850555944,-0.827640609,-0.603704993,-0.24625409,-0.089866454,0.428856132,-0.100173832,0.096657821,0.210062822,-0.005505531,0.713817462,0.271715354,-0.278076235,-0.064182966,-0.055623128,96.74,0
123765,1.641622976,-1.739653683,-0.475226718,-0.231455873,-1.83562837,-1.21825358,-0.577618352,-0.295464316,0.184813059,0.574892959,-0.267263793,-0.073313693,0.003790169,-0.518399878,-0.658696148,0.472052069,0.757857718,-1.500240813,0.219410992,0.405483294,0.612153454,1.446357464,-0.103072051,1.022119997,-0.086845918,0.0252408,-0.036345846,-0.00598634,250,0
72327,-4.19873461,0.194120637,-3.917585678,3.920747846,-1.875485747,-2.118932927,-3.61444511,1.687884465,-2.189871136,-4.684233325,4.376906664,-5.007440828,-1.304745078,-6.192475264,1.002404267,-3.316934301,-6.188834152,-1.040412649,1.233044349,1.003350431,0.801312236,-0.183000576,-0.440386862,0.292539412,-0.144967422,-0.251743982,1.249413674,-0.131524644,238.9,1
32478,-0.530020733,0.707123682,2.311865983,1.634471039,-0.246189007,0.903336896,0.108845878,0.240341364,0.415172205,-0.521677606,-0.97490784,1.294559329,1.024895824,-1.055123339,-1.532101981,-1.704805416,1.060167532,-1.218872639,1.295730436,0.014644117,-0.27727862,-0.266102314,-0.040500133,0.12690132,-0.362013642,-0.454420666,0.128350912,0.147520439,18.52,0
60154,1.245044207,-0.616839961,0.790487497,-0.289016344,-1.138486241,-0.160937737,-0.801200341,0.057210247,-0.943292615,0.853439353,0.91634228,0.660724255,0.74627137,0.022628042,0.46444744,-0.638473744,-0.661587075,1.764491318,-0.651282942,-0.366375677,-0.39579138,-0.777640076,0.087930274,-0.010361925,0.037292763,0.318595541,0.00172452,0.023627598,45.65,0
41353,-15.0209806,8.075239752,-16.29809054,5.664820053,-11.91815337,-4.246957124,-14.71666755,9.435084321,-6.795398127,-15.12416281,6.037666229,-11.67672224,1.326978786,-12.38160589,-0.071639278,-9.48414337,-19.67188145,-7.643272821,1.169064418,-0.995786858,2.525115463,-0.832074337,-0.186116823,0.429780834,0.697102812,0.056031074,-1.31088762,-0.707402991,34.12,1
8528,0.447395553,2.481953866,-5.660813931,4.455922812,-2.443779754,-2.185040262,-4.716142945,1.249803252,-0.718326067,-5.390330256,6.454187525,-8.485346574,0.635281409,-7.019901559,0.539814071,-4.649864299,-6.288357509,-1.339312322,2.262984788,0.549612971,0.75605255,0.140167769,0.665411101,0.131463792,-1.908217412,0.334807599,0.748534285,0.175413794,1,1
40892,-2.140511492,4.104871451,-8.996859402,4.028390951,-5.131359346,-4.153568445,-9.360095134,1.92207488,-4.026180375,-13.69131513,9.095288152,-14.16812088,-0.14045539,-17.62063435,1.482740411,-13.25683309,-21.6754835,-7.823468816,2.995111167,1.725577616,1.854266661,-0.165533726,-0.339938979,0.296313763,1.36422533,-0.518995631,2.352333465,1.130624835,0.76,1
472,-3.043540624,-3.157307121,1.08846278,2.288643618,1.35980513,-1.064822523,0.325574266,-0.067793653,-0.270952836,-0.838586565,-0.414575448,-0.50314086,0.676501545,-1.692028933,2.000634839,0.666779696,0.599717414,1.725321007,0.28334483,2.102338793,0.661695925,0.435477209,1.375965743,-0.293803153,0.279798032,-0.145361715,-0.252773123,0.035764225,529,1
67571,-0.758468653,-0.045410278,-0.16843829,-1.313274814,-1.901762532,0.739433415,3.071892046,-0.483422244,0.618202762,-1.769059721,-0.651414014,-0.005423291,-0.517194341,0.21746976,0.883558824,-1.173977649,0.24334711,-0.342300728,0.687056202,-0.032499899,0.042619457,0.397223782,0.072228865,-0.242275997,0.56091647,-0.540954584,0.150606446,-0.117140115,549.06,1
27914,-3.488716461,2.325194196,0.354413102,-1.921670532,-0.734514807,-0.505151086,0.110472079,0.549317346,2.000181199,2.650335201,1.295927437,-0.21217914,-2.060787059,-0.140674591,0.462359995,0.402611493,-0.611630938,-0.228098949,-0.978724848,0.851829965,-0.38640043,-0.244372753,0.175059974,-0.037682976,-0.068034771,0.682642362,0.237155454,-0.081652256,5.76,0
171441,-0.475161429,1.215987454,-0.719052721,-0.598927473,0.791091872,-0.872882983,0.658233321,0.258011244,-0.23868133,-1.166613568,-1.153218112,-0.395699941,-0.609743812,-0.506257779,-0.314811996,0.455713672,0.503726756,-0.014475832,-0.132915927,-0.272466945,-0.162585519,-0.65278993,0.173140966,0.464231037,-1.072850411,-0.004869528,-0.093820087,0.189955281,1.29,0
42470,1.247312315,0.178391301,0.258786119,1.037391017,-0.276985102,-0.569086415,-0.028565665,-0.101090092,0.297707263,0.024780771,-1.027021106,-0.411890725,-0.657971303,0.391411052,1.128903597,0.328308305,-0.613788303,0.3421904,-0.299052167,-0.153891692,0.128753488,0.392014235,-0.220512657,-0.116631088,0.756904489,-0.175523095,0.018376077,0.017338506,13.94,0
59385,-7.626924092,-6.976420008,-2.077911151,3.41675416,4.458758402,-5.080407799,-6.578947868,1.760341414,-0.599508728,-4.001742085,2.611761843,-2.210691055,0.145323221,-5.281678131,-1.446227315,-2.342178262,-4.442082059,-0.812202197,0.254771833,2.875260304,1.224794983,-0.656639147,-0.330810729,-0.078946015,0.270305925,0.43111911,0.821381427,-1.056087774,18.98,1
78775,0.759028812,-2.176381364,-0.194538497,-0.961002167,-1.771401068,-0.719256757,-0.306060022,-0.261777223,-2.091353025,1.393242087,1.124988815,-0.141816198,0.003105511,-0.011992041,-1.027606239,-0.783770171,0.726558648,0.213394886,0.148233379,0.387020816,0.07648241,-0.149046344,-0.395204749,0.556509847,0.475885242,-0.132279581,-0.058739736,0.064872551,383.5,0
41991,-4.566341567,3.35345148,-4.572027808,3.616119304,-2.493138109,-1.089999713,-5.55143307,0.447783084,-2.424414026,-5.699922283,3.586824183,-6.636229049,-1.128176444,-7.245549595,0.638325536,-6.856810039,-8.851878505,-4.591883227,0.936939859,-0.249127727,2.674465879,-0.02087998,-0.302447084,-0.0863964,-0.51605978,-0.295102234,0.195985146,0.141115103,1,1
12095,-4.727712656,3.044469102,-5.598354267,5.928190802,-2.190769729,-1.529322966,-4.48742196,0.916391814,-1.307010423,-4.138891214,5.149408783,-11.12401861,0.543067766,-7.840942205,0.743633945,-6.77706924,-9.931765154,-4.093021122,1.504924859,-0.207759445,0.650988236,0.254983289,0.628843469,-0.238128454,-0.671332332,-0.033590063,-1.331777322,0.70569759,30.39,1
38907,-1.141198233,1.091675852,0.97234198,-1.139884698,-0.880838724,-1.230208675,0.949133418,0.16855095,-0.33949924,-0.900606985,-0.310194079,0.173474501,-0.111427603,0.397521715,0.265514238,0.464807837,-0.308439596,-0.645202994,-0.685411294,-0.105180417,-0.104822112,-0.419706844,0.150174435,0.735458572,-0.333072046,0.628025099,0.028261304,0.083941617,105,0
58067,-0.264868684,3.386139969,-3.45499699,4.367629058,3.336060428,-2.053918423,0.256890458,-2.957235441,-2.855797234,-2.808455543,1.847503511,-2.414822338,-2.573224542,-6.59912613,0.123470383,2.572371808,6.609365809,2.5306698,-3.602657251,0.482513022,-1.394503794,-0.166029307,-1.452081183,-0.251814671,1.243460543,0.452786777,0.132218076,0.424599466,1,1
72699,1.242553537,0.350237052,0.3034623,0.696864058,-0.355856224,-1.064624008,0.113908022,-0.220441849,-0.007587573,-0.29363292,-0.021664917,0.373097024,0.486194302,-0.337412435,1.066420606,0.467273248,-0.019791443,-0.32955497,-0.202527273,-0.049495383,-0.280249788,-0.812474001,0.119916769,0.352831475,0.222190625,0.092766556,-0.022740494,0.032635403,8.99,0
67278,-0.437775769,0.528378212,1.725497948,0.916108931,0.221011212,0.41333465,0.167440084,0.132047375,0.080430978,-0.460134101,-1.750086351,0.071234836,0.760815955,-0.488868353,0.19669783,-0.209188015,-0.32833089,0.530397908,0.962522002,0.16938949,0.16899975,0.674529416,-0.299322887,-0.575197636,0.068499027,-0.127344313,0.183889239,0.147237635,29.95,0
73794,1.336816973,-1.317031211,0.31940445,-1.29082145,-1.53835102,-0.516725697,-1.000145458,-0.088154432,-1.696425907,1.397528668,-0.429481825,-1.208957099,-0.188417088,-0.169123421,0.924078378,-0.669639081,0.815368608,-0.162855219,-0.738289711,-0.256189987,0.052333918,0.42260646,-0.120272767,0.070273521,0.430798671,0.029076729,0.03025386,0.025531856,85.95,0
25426,1.125335535,1.130146484,-0.962975335,2.675687859,0.990074518,-0.243317741,0.316192138,0.122960132,-1.143342795,-0.369908966,1.834494198,-0.491243315,-1.129907005,-2.238622244,0.278468742,1.477925603,1.776454295,1.149282186,-1.306994645,-0.138813698,-0.166736918,-0.521933839,-0.112376257,-0.59207675,0.520791314,0.043353581,0.015159021,0.063611722,3.76,1
133445,-2.171879329,0.355020396,-1.669317662,0.033014583,0.189251981,-0.169914339,-0.056428992,0.545650627,1.325139578,-0.955804285,-1.991765786,-0.096633285,-0.680913009,-1.288173875,-1.301914448,-0.07338694,1.048344347,0.625841668,0.094867968,-1.287555301,0.186484315,1.247954496,0.447757051,0.238791643,-0.172032972,-0.138693858,-0.847409648,0.246051304,56.72,0
46149,-1.346508818,2.132430627,-1.854355318,2.116997706,-1.070378379,-1.092671357,-2.230986064,1.036424908,-1.895515736,-3.36401058,2.887047877,-3.784459658,-1.288904258,-3.985626008,0.531838298,-2.60370265,-5.157596397,-0.696010005,1.285961395,0.221918669,0.609508182,0.202874285,-0.060791387,-0.186733353,-0.017401227,-0.283751034,0.395451049,0.233138576,1,1
43779,-0.454232912,1.59683286,1.185281662,2.798260241,0.548026392,-0.477102,1.017480004,-0.314458179,-1.79383283,0.950887217,-0.446904371,-0.226114002,0.59319002,0.357801713,0.862966131,-0.462517883,0.095103734,-0.203733964,0.914720499,0.088539596,0.131566757,0.359841789,-0.178476003,0.410417709,-0.114299671,0.228848758,-0.141160729,0.142230917,5.51,0
